Temperatur,Kelembaban,Wind speed,Ketinggian air,Kondisi
20.06935243462649,84.37801470343415,28.698091998819095,20.0,0.0
37.12916320228334,41.381462907810494,39.744443210264215,55.23218787215776,3.0
28.924230696150794,80.37308751657494,64.18332310272083,23.625732221948304,0.0
32.824417033234035,73.20335022062565,52.368986570638555,43.79451600433765,1.0
31.2469167772012,71.0508919817761,24.434831395419124,27.33914788063033,1.0
27.58237046446413,90.5974430221084,69.73055120592531,24.948641854816586,0.0
36.20507086227167,27.600921548869543,15.37101402506488,55.04559421540537,3.0
26.746409440783648,90.88947429937193,48.45972615535835,22.41145141485597,0.0
33.64948158100794,73.11106222055847,94.90254251290288,32.05406744315389,1.0
37.22666082018239,28.6743738082733,46.341853407226566,55.506336504326796,3.0
33.17232801946994,45.06780903268398,57.11482066270878,42.22253411898447,2.0
26.232598989520888,83.16859861552906,80.7418177409144,25.549579828058043,0.0
27.682653339974326,91.1805794037378,48.2926716167585,29.41841327158182,0.0
34.5588315703077,61.663891874789755,46.85040750465222,43.31921153559037,2.0
30.88418835443209,80.76434471103956,56.82828524223132,31.935319259569578,0.0
20.0,100.0,86.06559869381746,29.732290485932875,0.0
36.846579951892394,41.239567939317524,41.55380415278228,43.616197003258954,2.0
37.28170757312951,28.415505620310828,53.5603884986057,60.28192990978172,3.0
35.12361140175159,31.38596653747203,28.48730116871389,52.73915036078227,3.0
30.527074998719637,68.43031599743554,28.459044491408157,39.245996823889165,1.0
28.69196078964346,84.28477549330911,36.55766661433406,26.722339151509352,0.0
33.413848954034066,75.38144516878177,65.50324226169562,36.614885592754085,1.0
20.0,92.23940687265971,22.274978148786474,21.40166786033179,0.0
26.043340751903553,91.25174286991293,18.497863588312452,23.277853285482188,0.0
20.0,85.64459257981929,100.0,20.677200663392714,0.0
36.21732909181893,34.19000023017735,43.94322838184945,66.35557986122089,3.0
36.97225197060319,27.245405632168303,64.73680538113948,56.45314279105251,3.0
26.73026286601045,99.86345668329733,45.09375949710698,24.204685500654524,0.0
37.234824784252766,21.883770667715407,54.21606755778967,54.51350242393606,3.0
25.5141953018963,81.3637041705201,98.44489985314202,24.265778601730055,0.0
33.62567860011982,56.568985263584565,32.66771260313371,46.9441175983261,2.0
38.303181380725086,33.31727702436166,41.41877108352752,63.67944545784758,3.0
26.857634760249102,96.42998139863853,48.465572151294324,29.89339868066628,0.0
31.361250274627395,64.94330081824114,20.44134092590676,34.95120875030892,1.0
22.687364320355822,97.65841451996951,89.86748870878006,27.61983909723423,0.0
26.894221042068608,89.59687234600575,70.53398774522009,25.554877140671007,0.0
32.208739345615086,82.53081658187844,56.94027467488557,33.809334239794026,1.0
34.46387413743647,68.83523528968333,67.27756566635802,37.840865150247964,1.0
30.101555627756404,82.8677346288337,84.56893397796712,34.2631484305546,1.0
22.322337652724705,90.01446025805575,77.21434409644488,26.744878842758954,0.0
33.053470996424274,62.915111541825226,57.71080673844301,33.43335314014037,1.0
32.57337694898368,73.61956283085641,35.31387551248953,38.4562841065215,1.0
21.390800643020654,89.68969660562848,40.43563570915102,20.0,0.0
23.947522760810774,82.96508250299318,76.74350329388334,27.633104220729734,0.0
32.630459079527,63.463746363360954,88.59626995658728,32.81055882353172,1.0
33.96503213285364,67.37565004077351,16.827971065406555,39.665852057679075,1.0
35.4056705472545,41.05237261588152,42.62580977812654,48.83580474370428,2.0
28.395191279811108,89.2265853678674,60.477965465408886,20.59255538091258,0.0
30.274859212224897,80.25270513393235,52.14348697212594,23.789988268035486,0.0
28.96242489116014,85.70133068977884,100.0,24.582951195838767,0.0
35.130374202291065,31.367472083888572,45.792805674201716,56.07964665260951,3.0
35.166625423264954,24.07999726248062,84.15654612420485,61.6328593013787,3.0
31.85665579294553,46.78694135878768,86.989905708393,41.985634248296215,1.0
36.49311516871695,26.04880987864688,23.577890095856958,60.277387362336654,3.0
32.64829184280652,59.94353494700067,51.053418765445656,46.121348951435095,2.0
25.590445552277885,86.502411679737,83.79654516199803,24.99658492012287,0.0
22.563152023158366,11.587095894272178,89.19992076228607,50.306170791079296,2.0
33.49711909538278,45.097591403689115,97.70704785300173,46.87902948081142,2.0
26.974066790988793,78.64606676865213,43.144724675029686,22.53393163539588,0.0
30.787110164442336,74.14555544479708,58.031274093356146,29.373007007394367,1.0
30.24823603778913,65.05945161374318,63.95490779119536,30.651553699477233,1.0
24.923046636297354,85.3422374973937,95.17440825554256,22.72772664205768,0.0
33.48291952224382,37.03659156683683,83.83091867509411,47.76495520780337,3.0
32.70369333420955,74.88369210809184,55.72276955401179,29.144945480966417,1.0
25.95155318217077,91.86704601735676,57.72661233328921,26.841819634707274,0.0
34.53375163503523,62.74146111454107,23.81234181716235,31.77527866260792,1.0
37.6785836519238,23.214938324886717,51.0678612157334,62.776090411786555,3.0
37.573560684495014,25.80796359767755,47.574227936742744,53.62098817939636,3.0
30.947572495830116,63.01313357374751,44.83055881402471,38.06815265001864,1.0
38.87161461132371,25.193695395036045,9.525053002219675,61.23204723202482,3.0
27.651095966876817,87.09834164009446,51.506728677061076,27.066497110326402,0.0
33.73490820355852,65.82817419799699,32.09061240648441,33.043211687759,1.0
31.561401908560953,63.376334161939035,24.998748486092207,35.790344907300245,1.0
35.507964985456994,59.2060522622493,32.690107303059754,48.160532477108376,2.0
33.502083227573216,70.98055833817452,73.56232256629258,35.358845504486155,1.0
26.952285575366552,84.45609281546243,53.887736019824075,23.390886500979715,0.0
32.328670782100886,60.02653573364405,57.73771318682456,44.79483807668468,2.0
35.143971884191785,46.02757923791558,43.661695959994354,49.24218264265416,2.0
26.055709420889727,80.60148199566106,34.34136387355479,30.8226235482465,0.0
32.063408890046176,65.90291608058932,61.44760071613099,39.51417660471206,1.0
25.939198537770906,92.2758850958069,100.0,23.85112413785213,0.0
35.82628291172183,28.996852693541808,52.11842431352643,70.0,3.0
37.85419746605747,35.045528917745656,32.63105910127246,54.631789156790305,3.0
29.51928279204849,84.81999931180597,17.701478892881447,22.48243369539555,0.0
35.102240869850604,55.87158018630644,53.96278759127933,44.38756936844962,2.0
32.86541332761166,70.24444094646141,94.68163651463993,27.252365329111537,1.0
30.11960145364636,68.27613460512647,57.83333857689142,41.17536069909783,1.0
39.30349811929925,27.13325057441996,63.718019201426046,54.482549783922416,3.0
34.64603417137268,43.766008657145704,94.53710958584755,46.460229371082946,2.0
27.50351562057632,89.16245489556808,80.30492433674485,26.647593645095995,0.0
29.401387690491518,91.56020293034747,22.353178416312428,29.51550127722247,0.0
30.30951091884506,65.00741625485675,85.5034008573352,30.632016215384233,1.0
35.731219483804686,33.80813998430444,0.0,48.26672933270396,3.0
22.069950885887472,97.46378743798965,60.65642377989224,31.163711425872577,0.0
37.719229392842955,37.036179972398415,43.716589810507664,51.214756949107354,3.0
32.706930564375234,48.144751316216336,64.2370396684756,42.58503920806375,2.0
35.23213370970034,48.260730358855994,16.032200391807216,38.52252473836259,2.0
40.0,40.7308114500348,22.915089809517063,54.94587385692286,3.0
35.86411240448104,66.76401534366596,10.147025201175703,32.30696932463601,1.0
32.326191252157116,60.84240588014144,77.4131721269267,42.031237792627536,1.0
21.656851768024683,90.72647311922405,17.996824848156646,28.17422697116815,0.0
27.06226645803424,92.27421478304994,37.355821891645675,32.92724921074921,0.0
26.90281661926855,94.30063859510234,32.52298124594449,21.31616595627811,0.0
34.335851593795134,41.10213780947,29.414506461239107,45.24877078122993,2.0
26.05959468562098,89.57835811061882,23.353199397973974,27.148515256465842,0.0
25.008625819482834,79.97937355560745,54.215868060905095,32.07193098055788,0.0
36.459734125921834,21.52400491857127,46.187919550928,49.03041881825948,3.0
32.595367166811386,65.14845577922533,51.44536858596524,42.65225833126357,1.0
28.66500415652849,82.95959845576841,75.53845771484637,20.0,0.0
23.726923919321674,85.29188531146903,100.0,31.09357200961916,0.0
35.76617723785344,50.43791244766451,19.249695282345,42.61494398579822,2.0
25.42523757203379,85.47327914162608,68.30600947037655,23.973195540080802,0.0
25.77936525487554,83.8485484166477,90.15320230703384,28.694155554364507,0.0
34.33868615574105,38.29196555446037,51.55087038578846,44.66328737505265,3.0
31.028869435650716,68.0831116606885,33.364721804338934,32.73194388144481,1.0
35.12928775492744,41.749698200690155,68.73735427280846,55.67041471552868,3.0
33.379267199466256,64.32377973519415,23.98005705984459,31.988498501217883,1.0
36.07878054227209,39.71565672977869,55.524786419111024,55.27302346563415,3.0
37.48268177605553,37.79887076961279,20.85172175158055,55.38814853723395,3.0
38.77276248682363,33.284613909678505,4.3615414929572704,50.039897995991296,3.0
27.149747438115664,84.003455493837,88.85311396901267,21.572036302427673,0.0
34.91918333315541,46.72919105203708,100.0,41.52528591828967,2.0
32.08324197139735,59.24249165744225,53.398282742332505,30.884132888284057,1.0
35.2268781701122,54.25534356607688,68.51753843396455,47.97086467873602,2.0
32.84717596737372,66.11628213623598,35.43518138404769,32.290190028067116,1.0
21.879211936800772,88.09483548101045,25.78867749498289,26.425039801163628,0.0
21.042599768850934,95.81069784030461,72.61570868113769,23.51734908079283,0.0
22.434280236405957,75.68092505282193,57.497530061318706,27.723979665349933,0.0
35.24735492250069,47.22171613246646,59.36237260846837,42.33720588888086,2.0
36.994562485055965,35.85328318281696,62.98592201332907,55.73152347213286,3.0
35.14206098004746,43.601186014525275,33.2276702164864,45.236248720524486,2.0
34.814984782127,46.404258732745646,37.722255863709066,46.636793384895476,2.0
30.433959401144143,77.6665731364598,74.7769793671758,23.476880239085457,0.0
36.46524317322028,49.083801667521065,78.49514270916049,42.0797962615593,2.0
32.646556056800875,37.09171075155659,93.92378556167928,40.49844750123064,2.0
38.48016758405387,42.80572377724395,65.7220436228918,56.22715811961602,3.0
33.56594220460694,47.78140952147557,53.13625868020731,35.49834173401187,2.0
25.780498171889384,90.45451954118123,23.264585933597566,24.784863156915662,0.0
34.89744912204908,67.7256472696781,46.61136288373792,31.5278767744736,1.0
26.62772451031998,89.76605780432709,44.54961080901177,29.77776019861896,0.0
30.42036329974691,67.27661895308543,40.17307263296412,34.16433884023526,1.0
27.986354643288163,90.47383659943013,65.99927553292109,28.2226642420818,0.0
21.396172934953714,91.63611680870488,71.67975868729327,28.966960780139168,0.0
22.212631763393198,98.20844614864728,43.142567293284216,24.48972861311493,0.0
25.54848905991407,85.91103171742822,61.12240056537587,24.848809275031087,0.0
27.333802235827406,93.33975942154076,100.0,26.835037573635084,0.0
37.95439079241448,29.331705270982955,38.22670695677568,61.268596358419686,3.0
35.07692717411751,41.08484546678813,42.59107826133808,39.99065994889605,2.0
30.159713310636228,75.24212224892608,33.50396140629765,29.030741745122537,1.0
33.90979732895488,40.15664352467414,37.258603491093474,45.75251544204627,2.0
35.39826933233761,46.58689009068361,45.91598155925996,49.22001414413523,2.0
34.836173695550414,74.07142790244535,61.94291025657628,31.572960444098292,1.0
32.88232461927488,47.760411725580944,45.18473541667303,44.7682343482062,2.0
38.5148000216189,31.46321253301713,35.858410628284574,56.79616249741915,3.0
30.940111528644845,60.86262265389273,58.93368174347821,35.88378794073192,1.0
28.11490345731134,92.74623127633535,63.870834037277675,27.055623132024426,0.0
28.33899188279149,78.97054057348427,45.64285657992738,23.93014855648776,0.0
30.707253098346122,68.81473318158245,98.58490706981414,37.60399568067524,1.0
36.835642949701786,51.90874646280128,36.07812486201912,44.201943103857964,2.0
35.31731138218064,31.801243672841903,21.918275518268505,54.47222368406564,3.0
24.574188162942406,83.92456482082265,67.43386309521748,23.90546828301028,0.0
35.15827059346836,40.043632894685395,32.79689263265544,40.94418019118278,2.0
36.49803727880402,30.03821727859544,31.891532565089292,60.508078803955584,3.0
31.878280201920347,72.99283059520964,47.19023421414183,36.7382809827587,1.0
20.624488430647492,79.01604265172108,88.60975492200038,28.40316152222595,0.0
25.74027949391902,89.78748826598277,69.94886744148388,24.65148180705414,0.0
25.004768492755602,90.33066951168652,35.31467701699299,33.9735288021289,0.0
25.770342027717387,86.02667336044567,69.56995344181317,23.321231650719724,0.0
20.260210235404262,78.07311871679136,64.06523127049383,31.359684645064583,0.0
31.482767997059774,69.12152184845043,55.185525216028736,34.83591174419006,1.0
33.632668596008386,49.064235625447175,87.01179472314539,43.493605898883715,2.0
33.51223227900353,69.99038240716474,87.54337747357745,40.45911726350202,1.0
21.504950730855686,82.44722465415553,97.45912819889733,21.373878944797738,0.0
35.480061738397744,31.344738659931366,6.722341179092515,61.743809197451164,3.0
34.48500080310028,64.52541845426371,58.18702669472299,27.39136578467331,1.0
34.25004452388515,54.747622756150506,25.35020763137861,43.65959377800526,2.0
24.175415238629032,84.33880557691569,34.93096419961647,23.449174616175437,0.0
30.995751413233037,76.31194527910833,89.00205549116382,36.63323573271179,1.0
29.984222572460226,66.73350840414173,43.3087251551593,34.61602752135426,1.0
32.91295228573918,67.79671800131678,57.19100473909346,39.963203376296036,1.0
32.91166823622585,36.75384202890864,6.068543133126585,41.967970523791635,2.0
29.31231062347981,82.08768309344077,31.762806781609587,24.470881252212788,0.0
33.4212255204464,56.72528585448673,60.06023632729615,29.27383513111813,1.0
32.44726099463873,63.322500178169356,29.687057517174267,34.406534255780315,1.0
38.420564910453635,45.85704473112085,47.090459119334184,37.95147436963166,1.0
23.21210469502502,89.1279199641056,30.52648306904952,27.32275019639872,0.0
20.0,84.85086666370097,32.476911577798575,25.6313009692442,0.0
32.569332629455886,81.17288836483323,63.79520139114899,38.667409802285306,1.0
38.15197010474121,26.674412233777193,57.7447886941566,54.27713324694735,3.0
34.48426392367864,47.64080877892401,39.729408879208506,51.934288514682734,2.0
32.12445053373547,65.19645554561909,61.65517610564208,32.34035641894274,3.0
30.120939416573705,79.66678145354288,49.21573344179537,32.75944042167006,1.0
24.933641813101723,87.68149263232112,66.87041652482961,28.455661884133818,0.0
37.65009818599412,41.27652655783293,36.04976862870699,51.774048640181874,3.0
34.50518270943348,30.144314436489093,61.488318317045156,49.383926223001616,3.0
30.40939984432316,68.10727761232495,49.890653901231495,39.681740421528744,1.0
31.783161471891503,69.99681266972077,53.55418958314297,31.74906968789925,1.0
25.705773650425353,89.2422581194291,37.99811684624089,27.900571023733338,0.0
33.01066332039016,76.63111678045853,64.06892188311758,33.659514843660645,1.0
29.762228916319778,94.45270453920148,69.89111535816673,24.567428713666768,0.0
34.603193161097956,66.15972639756306,34.18712433708812,40.92555506199713,1.0
27.553155087184834,95.51502969355853,73.33593035679945,30.834850600337255,0.0
28.686379321744177,80.82754826580725,54.34760002687786,28.642280760304168,0.0
32.17406364179321,71.62783169084344,53.38903143818429,35.49400359848023,1.0
34.93116233395666,59.31300295464953,35.21756850111566,52.2772982866412,2.0
36.45651951432334,36.90605955778389,56.43678054979418,56.75483717434742,3.0
32.45667146892363,62.59930778432954,42.109101570063416,36.28168556752,1.0
35.0152744908852,38.660053814589396,47.08261746713421,54.90326239608234,3.0
32.983227132427295,76.53346259294845,14.1771571177941,35.19104500651743,1.0
36.089182414135344,45.8230417328285,54.71449207094942,48.18852923697911,2.0
33.790080836950764,35.338629046804016,83.6179681785267,55.996528919799296,3.0
38.09508194315636,42.21451040279429,14.822689194711883,62.78221536209767,3.0
31.180322818103306,61.546729076469724,17.772169179474716,40.41158009436552,1.0
26.546730221511066,85.88165762552367,98.47222017512016,25.412096010555192,0.0
31.118632121958164,57.30941205947997,31.897406773473257,30.590127123199792,1.0
33.26788326365175,80.5706374873207,52.49297659206755,34.840774048613746,1.0
20.0,79.07042369947733,88.061887066871,25.65640543639929,0.0
27.21345498311861,92.99127835087813,45.56512761641592,25.804639263875853,0.0
24.004717551191362,73.26088997778808,13.10169749111584,46.30842173695983,2.0
21.94683190651844,78.58498006680891,66.27851625934382,24.32739588548749,0.0
26.803792461707708,81.03622676311596,21.19394602467107,22.448539503682294,0.0
33.964750465862885,61.980043581115495,63.84309900215576,30.94242960977848,1.0
28.18549983464481,90.27825129207756,59.05983812985866,23.408927879733938,0.0
34.701848711216165,65.83500773135987,19.965561032352934,28.736722889170153,1.0
35.62470680395051,26.699270990276986,12.21613744457351,58.09764565455619,3.0
36.66560159800933,30.105377617435444,33.88379677094491,60.31781404134121,3.0
30.69803236335703,98.5904337426333,38.661003386774716,29.248889678771768,0.0
37.3392928717687,27.358450422957585,56.61218864360545,63.689418178623214,3.0
31.449714745633962,88.72128947107184,54.65027035086135,33.89096658183499,0.0
35.62394844827037,41.20653718831463,46.2194605603075,42.35521288248664,2.0
26.537150194267934,83.62045093621848,52.05711221721502,23.61586460542729,0.0
33.05351620231289,53.16422377800589,77.36304846628543,45.15477838318313,2.0
30.742235573228015,87.02071287708819,53.512138665173296,28.873696355645496,0.0
20.0,88.48195248768944,32.423645688424784,27.34322435296064,0.0
31.133339844019883,70.92846293468352,18.307686534177023,40.92123424289891,1.0
31.935894841812367,86.88993860654766,32.08418931921272,31.666084673181047,0.0
35.77797669029643,54.06381012835145,15.412026415872356,48.392412582441246,2.0
32.2603165816421,72.25785788502513,51.06584942086759,35.04767812779552,1.0
38.9496365925846,31.154237362586496,76.72396309615772,55.9191504245754,3.0
37.10446169085774,34.022118081145905,76.12607962233245,63.87558664150764,3.0
33.63689926190352,68.09328988304834,54.11582377955612,43.9590440978947,1.0
22.948457589776922,87.10493329511866,43.41709691515997,25.44377887974977,0.0
20.0,88.99420203229664,33.99782600410829,30.919874424326856,0.0
30.583737473184765,76.98203358123014,27.954427615349786,30.703018882147116,1.0
31.548320353954995,63.5117553278625,37.24505962610598,34.36234286879823,1.0
33.63369421792115,44.771075553809396,58.39908581875838,41.048006597695,2.0
20.192314231430178,94.3365729161534,41.57293166303351,31.51702511268296,0.0
37.09186902037288,23.82312041307809,42.29329201178447,67.07135221507671,3.0
36.940345155841875,20.022615054986055,41.13588193963257,56.30308467663327,3.0
38.56811512104344,31.091460533940143,68.66541572886592,61.728108083750726,3.0
38.29518982690433,37.91813162473555,64.26449004144628,63.181713692164415,3.0
34.220600278697255,70.63899831744202,51.00789895719548,31.955350869257114,1.0
35.2003266675968,36.56241087616927,48.76008295621644,54.262136595907165,3.0
30.732214131924746,66.73341187776357,40.83982558281848,36.58578009710225,1.0
24.685300697026225,82.37465461698943,42.29211589936303,33.53947744060175,0.0
34.080941781745345,30.899237480753172,19.41259911969045,53.438886510597214,3.0
27.497424359201325,79.78781720492059,38.53737663023465,23.965830329733677,0.0
25.608635420176725,85.098844793072,32.29808936042856,24.12730229280544,0.0
26.404760295503067,84.22059192760705,87.86982008899035,20.745278805991752,0.0
24.820703425596598,89.68669220590495,87.4464724053754,21.05853558092309,0.0
30.632730273508173,72.27521507646362,52.994432380251084,37.23204035650722,1.0
20.0,91.45438710981196,33.59184768800749,28.348135976483405,0.0
32.792331057664164,59.188537859181515,42.856356676340376,50.323088035237475,2.0
21.39263495125719,89.58807152270761,25.145797982122907,28.770703522677415,0.0
28.95286263656997,88.67153323075968,57.9790659575439,27.688634236072843,0.0
29.73701753680743,69.58903169571919,42.34718112638046,33.453631136003565,1.0
20.991818060104254,96.443842251602,84.00717193561468,26.6848437737538,0.0
30.165282491424453,60.96503672274392,50.47652624290159,31.704661428066178,1.0
33.25929288949182,37.01372030026017,13.982714030463786,40.84931068410122,2.0
36.95075294966857,36.22713714462158,1.2447874799335956,51.483549199110854,3.0
33.55675783090404,45.54935026335843,45.96007489998932,48.34347679212404,2.0
31.303238729416496,39.3756631208462,68.54686378163625,50.1023947886859,3.0
20.0,78.95237226991009,92.03366376156447,20.0,0.0
24.574141557223925,81.08804519071757,100.0,21.183907937605568,0.0
29.084429433338794,80.07153360268632,37.94207448186634,22.643860348745715,0.0
35.52532421702213,21.14184220321014,61.85735617310708,49.07171090831574,2.0
24.458430314873933,86.54028942308223,77.53815070189067,20.0,0.0
32.16785703493648,75.69049905056443,49.248066336961905,32.19603437939611,1.0
29.93429088452499,89.71604041327814,33.416128664630975,24.774525501321666,0.0
35.82729709011495,31.68347982362632,52.50614898885284,56.93663839242517,3.0
35.88012793792596,44.63405705121782,65.40147262289177,39.373601745401395,1.0
22.855937196798493,81.40729844008165,76.31018614607862,20.0,0.0
31.18870973900375,63.45698470671551,59.57870985818611,31.176503225472448,1.0
35.943715884317896,30.92631256323497,37.886023619113814,51.820910481763136,3.0
20.116350765424837,85.86089975943189,51.06468044208011,20.515116060561258,0.0
32.57307154323819,64.9066442403205,55.464882090008786,32.593448598968486,1.0
32.74761519645723,66.00266272430612,60.26181411793943,36.88029699568933,1.0
30.847027816173195,74.58881359211946,67.65793521347614,42.081770607315846,1.0
34.85806917105249,35.11264073564237,38.302397032740146,49.395982168663714,3.0
22.010785435815404,77.96124418812023,10.009239127280795,44.1057735106344,2.0
29.884652482275428,82.67677346626999,60.704657765580066,26.497994071421097,0.0
36.56412556957198,53.05690841528341,63.27849005363696,45.10782800065541,2.0
30.786401095923456,62.866056624026314,20.618778369722207,38.03670977153025,1.0
36.376994375240564,33.29180482353537,73.7000406232405,51.17931624716351,3.0
33.56419080404064,58.149333970019114,58.1868615462013,43.893574555456446,2.0
36.135954077237805,45.90725105874033,76.8108989840233,55.95270924665074,3.0
22.517969684693153,72.05948007250291,0.0,46.55621376267197,2.0
34.23702955085905,69.5620630792463,88.36420352437506,35.68495034068138,1.0
29.616265622026287,69.58011241158734,29.093870350581085,38.20208685907367,1.0
29.366713867802027,62.625825524987064,56.84714055388196,32.50440561135799,1.0
32.32487983673169,56.378436051252656,69.32709748523072,39.99144475892327,1.0
33.14107687563359,67.88021463978436,71.73939713364702,35.21651848011742,1.0
35.28508534744734,60.431811468402856,53.996410563526894,46.19537507411417,2.0
27.7714040290115,90.35530875489614,74.38278405134116,21.09071277692634,0.0
24.285441750047,85.98493043100511,96.07042467253017,27.943409022068522,0.0
34.1899476255979,33.23969626672184,60.52002608913195,69.92317332028615,3.0
33.67931665859079,47.10927994657977,29.44652877617419,46.61892599954988,2.0
32.213566124474426,76.4790481579447,61.663137785635556,39.01919855957267,1.0
31.505869190909944,66.34158813784236,48.077490603680246,32.880326937038824,1.0
32.490914995564836,45.28502790428771,47.31052831496557,49.44684490893911,2.0
35.461891454652594,50.31494901673751,40.07372926047409,44.43083997902978,2.0
26.70460394778521,87.12125443747566,93.54705232515875,26.11928306508593,0.0
30.668640404912743,79.53268662019444,46.107401590148996,37.94000132731147,1.0
36.460478475810696,33.23427802987804,10.413611878659061,54.44627441208213,3.0
38.92351724447344,36.470957554137435,40.39643234191932,55.846322917681405,3.0
36.77100210126906,54.15235854306482,61.66017646792699,44.04280920922077,2.0
33.50666383044194,42.96036704596046,100.0,47.310051797058634,2.0
40.0,31.970073923614898,9.490074657111565,56.74261390114159,3.0
21.118208799736216,100.0,48.85893519912075,21.779850560561236,0.0
27.633308623364147,83.74774318079164,78.73160900184823,30.907606480416636,0.0
31.954575809676268,83.58854883540486,54.280684040936265,32.55085649999778,1.0
34.38908632670338,58.958212818509466,58.68143841279059,43.611899931419345,2.0
32.14114414204896,75.13933316856178,96.91604868025368,36.66136520785649,1.0
25.336948359145833,85.80792067143628,55.31640548131004,23.668037010835373,0.0
26.77846779883599,82.97731445240815,85.05275701174236,23.91510637089102,0.0
35.47337476717651,54.704107235539716,44.76076294859063,29.84477367665591,2.0
30.575530410167886,74.6030443832968,59.58559461029283,32.5388521923946,1.0
36.21016012664227,48.042004015352575,26.711217525561096,49.69223760197587,2.0
31.016316652143672,67.08010697353015,80.79988294572239,34.55836101690773,1.0
30.809875023723933,82.22895196270869,58.59744414905052,20.00127112261849,0.0
20.0,84.40379812972805,34.33490393335687,20.380269473709763,0.0
33.900330163657976,64.54938864065001,41.49248507705826,30.431566771571482,1.0
22.971795352965472,77.02164595437304,51.07673549322366,25.51809058775242,0.0
33.38652274412482,60.585750752275075,65.49922788681636,44.1121649805738,2.0
33.55829904447045,41.08017519625687,27.643112079566194,43.44741601180064,2.0
40.0,43.167947432021116,45.479548559077905,59.66750591925086,3.0
37.12133200756229,22.60310738349559,50.927693871062175,62.85740413786309,3.0
29.113210378261474,84.3666177988058,100.0,23.633575710837384,0.0
37.95730713525158,30.451197455437676,57.78993219605234,53.022844045471516,3.0
29.301124614718017,58.247478473318324,59.970873667371755,40.2203140356598,3.0
34.121874094269515,32.84394800382025,71.49137018198647,53.443476904239624,3.0
25.457973083885296,80.14376218709569,47.76300341809392,31.891458477770055,0.0
27.763918113185106,91.30757174206988,31.46279731832883,31.15185270383065,0.0
33.625395407352755,40.48642352154762,27.918453197176177,42.430490192546024,2.0
39.86188264313847,36.55212830620339,31.82963196223905,56.13422874496771,3.0
29.502657313099736,65.68212189797849,87.00961563941556,34.745737650926934,1.0
31.016059217427927,79.4556445166323,63.09504151530933,40.87286058831775,1.0
33.60524698247867,67.01084983081087,28.55772717079452,40.891288326401636,1.0
34.547290574464284,48.28280835252474,26.418037287630547,43.308200122131346,2.0
30.89627298136777,77.68122680919062,58.34473846116748,30.56770431551096,1.0
33.60204134655503,42.16765439013541,83.51840185125722,43.35744896456689,2.0
30.854401399466717,71.67411516685176,97.2932890332394,36.281180126004415,1.0
25.51572832899094,83.12999827742138,94.30761817433947,24.12115607634447,0.0
23.910750591792457,86.76555454828609,34.020074229933286,26.69697204927788,0.0
33.68630281694238,79.14061302842221,51.286014647818234,31.859685656593552,1.0
22.293384281141677,15.880947067932317,80.3794244938728,46.73828946427315,2.0
21.62568712151783,86.49127255453911,84.85673718080096,23.27110769334229,0.0
32.91493071025017,73.93166546551613,65.24480136756053,31.260765647652626,1.0
28.73335453834578,80.48950988343071,48.36024251918293,29.684904999918107,0.0
36.13826260869448,28.041341833962562,61.19479542879802,65.58284211169209,3.0
37.95394553242222,30.38928491949166,55.73114629303033,48.20676518947656,3.0
32.57550070131356,60.781525949559104,63.70753695020801,31.915793024481673,1.0
36.385943140529434,27.548775859263372,55.01868035644968,55.927335002836756,3.0
33.78213177762848,42.69723884858165,62.26154343066363,42.86524515205921,2.0
33.939265987414444,71.87232630639286,49.813979076999075,34.87187141656654,1.0
36.285101802325926,39.22616228250613,66.66548284411702,57.67837821000964,3.0
38.19380821895542,30.06841655414257,65.69114398133988,64.35860780851986,3.0
28.319878567119602,90.76495471800776,60.225581459481845,27.498249469421967,0.0
33.003404102493114,46.86151553965441,52.40499639484099,40.07171443858293,2.0
22.71011627434102,91.7150125634016,68.42889629662994,23.309526303331772,0.0
24.629909976026287,96.68226346970846,72.84904663857372,25.268025151085624,0.0
37.65711082224932,30.667262817330798,38.57613265799044,53.952427578199064,3.0
35.31087451929109,40.859563430615474,43.470452009949824,49.285871145121504,2.0
29.68695547242815,70.91619085765541,40.21247144094267,35.071953979012,1.0
36.04460121792388,56.84268077708349,67.30777263282056,41.202058982535554,2.0
25.137311499339052,79.92243881339537,25.42604388018693,29.00763089316147,0.0
33.647263720731814,43.37114929512609,21.96009303969699,44.84997264251497,2.0
35.585026978118414,20.723242135606963,48.07879015164712,63.62081187614985,3.0
24.556037704068743,84.55248567696695,100.0,26.82992247762666,0.0
34.02776198559733,42.338154554134526,64.24125640509594,46.69313561263953,2.0
35.94344815476886,45.75284415072155,78.27150398225015,44.21485080912886,2.0
30.409411670103935,70.29018481397048,13.870983957796938,34.84572565472023,1.0
20.808336216386323,86.3617416652723,78.23790730757236,29.6132676847371,0.0
37.37692227852473,31.219373601483866,42.86788819176308,62.99776679813412,3.0
31.196843135513546,66.52465720838892,38.41149468256808,37.76155884016367,1.0
31.94076503389514,74.01555478904318,67.43552755507199,26.654754052312697,1.0
27.313890462299604,85.8504380936188,62.43442322122539,24.945994652253447,0.0
20.159221196857175,86.87252678076412,30.649850389105133,27.964502118310733,0.0
30.418193018060467,61.085660098077895,45.94267499937217,31.162880510734205,1.0
28.152317153783766,100.0,65.20544531610277,29.599860884615715,0.0
32.50412493477607,66.34226609492532,83.55405187057575,36.985368493801836,1.0
31.19605905652755,62.33881549581191,40.853475137599744,30.612512522326767,1.0
